game_date,game_pk,home_team,away_team,launch_speed,launch_angle,hit_distance_sc,hc_x,hc_y,bb_type,inning,inning_topbot,pitch_number,at_bat_number,events
2017-06-27,491257,BOS,MIN,98.5,19.287,344.0,192.3,69.41,line_drive,4,Bot,8,31,double
2017-06-27,491258,MIA,NYM,99.8,14.388,314.0,71.23,78.34,line_drive,4,Bot,5,35,double
2017-06-27,491259,CWS,NYY,62.8,18.431,146.0,156.34,148.48,line_drive,5,Bot,1,35,single
2017-06-27,491254,DET,KC,98.6,-12.238,15.0,81.75,121.54,ground_ball,4,Bot,5,35,single
2017-06-27,491260,HOU,OAK,98.9,16.462,305.0,162.38,76.27,line_drive,5,Top,4,34,double
2017-06-27,491252,WSH,CHC,82.9,-22.3673,7.0,129.38,172.13,ground_ball,4,Bot,3,33,single
2017-06-27,491261,SEA,PHI,96.9,-18.577,12.0,95.1,166.37,ground_ball,5,Bot,5,36,double
2017-06-27,491253,SF,COL,98.0,32.187,360.0,35.67,75.66,fly_ball,6,Top,1,42,home_run
2017-06-27,491255,LAD,LAA,88.0,11.628,142.0,152.57,143.94,ground_ball,5,Top,3,32,double
2017-06-27,491252,WSH,CHC,101.6,12.4073,224.0,87.49,114.58,line_drive,4,Bot,2,32,single
2017-06-27,491253,SF,COL,88.0,12.231,200.0,98.68,102.22,line_drive,6,Top,2,40,single
2017-06-27,491261,SEA,PHI,78.1,11.134,148.0,159.07,125.77,ground_ball,5,Top,3,34,single
2017-06-27,491254,DET,KC,90.4,12.574,195.0,91.18,95.79,line_drive,4,Top,6,31,single
2017-06-27,491258,MIA,NYM,91.4,4.858,96.0,123.91,85.5,ground_ball,4,Top,1,31,single
2017-06-27,491252,WSH,CHC,77.6,17.4125,200.0,76.22,122.21,line_drive,4,Bot,3,30,single
2017-06-27,491263,PIT,TB,103.3,11.1142,184.0,185.22,116.54,line_drive,6,Top,1,36,single
2017-06-27,491259,CWS,NYY,98.2,10.036,263.0,93.36,92.05,line_drive,4,Bot,6,29,single
2017-06-27,491260,HOU,OAK,91.9,14.245,293.0,140.54,71.45,line_drive,4,Bot,2,29,single
2017-06-27,491258,MIA,NYM,104.6,12.076,198.0,202.42,122.49,line_drive,4,Top,6,28,double
2017-06-27,491253,SF,COL,40.0,-36.0,,119.76,191.39,ground_ball,5,Bot,1,37,single
2017-06-27,491253,SF,COL,98.4,5.597,101.0,68.98,126.09,ground_ball,5,Bot,1,36,single
2017-06-27,491254,DET,KC,102.4,20.931,377.0,209.65,71.5,line_drive,3,Bot,2,29,home_run
2017-06-27,491261,SEA,PHI,60.4,-47.962,4.0,115.72,187.7,ground_ball,5,Top,2,30,single
2017-06-27,491254,DET,KC,107.4,-0.308,46.0,82.54,109.63,ground_ball,3,Bot,9,27,single
2017-06-27,491257,BOS,MIN,91.8,15.495,198.0,116.96,89.07,line_drive,4,Top,3,25,single
2017-06-27,491262,ARI,STL,102.3,10.752,206.0,75.18,91.97,line_drive,5,Top,2,33,single
2017-06-27,491261,SEA,PHI,90.7,27.417,328.0,219.94,95.8,fly_ball,5,Top,1,29,double
2017-06-27,491259,CWS,NYY,43.8,22.0,86.0,102.84,174.89,ground_ball,4,Top,1,27,single
2017-06-27,491255,LAD,LAA,91.3,45.25,290.0,132.77,77.73,fly_ball,4,Bot,1,27,double
2017-06-27,491250,SD,ATL,98.6,26.074,376.0,69.13,50.1,fly_ball,4,Top,1,30,double
2017-06-27,491257,BOS,MIN,107.7,9.668,221.0,109.24,86.76,line_drive,3,Bot,6,23,single
2017-06-27,491253,SF,COL,103.9,2.577,79.0,131.27,106.19,ground_ball,5,Top,5,29,single
2017-06-27,491262,ARI,STL,101.0,20.456,377.0,52.02,56.93,line_drive,4,Bot,5,30,double
2017-06-27,491254,DET,KC,91.5,9.349,183.0,126.52,83.62,line_drive,3,Bot,3,25,single
2017-06-27,491258,MIA,NYM,100.6,21.082,383.0,145.44,38.01,line_drive,3,Bot,4,24,double
2017-06-27,491256,CIN,MIL,103.6,33.278,389.0,193.68,45.13,fly_ball,3,Bot,3,30,home_run
2017-06-27,491250,SD,ATL,86.6,7.004,116.0,113.84,93.65,ground_ball,4,Top,3,28,single
2017-06-27,491250,SD,ATL,98.2,24.153,395.0,157.24,34.6,fly_ball,4,Top,1,27,double
2017-06-27,491257,BOS,MIN,93.2,-19.409,8.0,90.81,127.38,ground_ball,3,Bot,4,21,single
2017-06-27,491260,HOU,OAK,90.3,-17.3,,96.39,157.38,ground_ball,3,Bot,2,22,single
2017-06-27,491259,CWS,NYY,66.4,7.922,74.0,199.93,125.24,ground_ball,3,Bot,3,22,double
2017-06-27,491255,LAD,LAA,96.6,7.161,136.0,137.02,84.44,ground_ball,4,Top,1,22,single
2017-06-27,491257,BOS,MIN,97.3,8.241,161.0,185.2,116.19,line_drive,3,Bot,5,20,single
2017-06-27,491250,SD,ATL,94.3,5.267,105.0,70.26,118.39,ground_ball,3,Bot,1,25,single
2017-06-27,491255,LAD,LAA,40.0,-36.0,,138.02,175.05,ground_ball,4,Top,3,20,single
2017-06-27,491259,CWS,NYY,76.9,8.486,113.0,169.45,131.69,ground_ball,3,Bot,3,20,single
2017-06-27,491258,MIA,NYM,91.4,17.623,264.0,49.17,118.57,line_drive,3,Top,3,21,double
2017-06-27,491254,DET,KC,103.0,-2.792,24.0,119.14,85.59,ground_ball,3,Top,2,20,single
2017-06-27,491251,TOR,BAL,90.3,9.687,156.0,78.49,125.44,ground_ball,3,Top,2,19,single
2017-06-27,491256,CIN,MIL,106.7,22.542,395.0,205.19,62.1,line_drive,3,Top,5,25,home_run
2017-06-27,491252,WSH,CHC,98.7,26.4979,390.0,155.46,41.63,line_drive,3,Top,2,20,double
2017-06-27,491261,SEA,PHI,100.7,25.349,370.0,200.85,61.02,fly_ball,3,Bot,1,20,home_run
2017-06-27,491251,TOR,BAL,113.0,2.5059,83.0,42.1,106.02,ground_ball,3,Top,1,18,double
2017-06-27,491258,MIA,NYM,94.1,3.98,88.0,135.62,94.59,ground_ball,3,Top,9,19,single
2017-06-27,491259,CWS,NYY,82.4,8.3,135.0,169.83,112.54,ground_ball,3,Bot,3,18,single
2017-06-27,491250,SD,ATL,99.5,29.921,389.0,161.23,38.22,fly_ball,3,Top,2,21,double
2017-06-27,491256,CIN,MIL,103.7,16.208,346.0,181.32,63.46,line_drive,3,Top,4,24,double
2017-06-27,491250,SD,ATL,98.0,2.659,91.0,178.49,102.76,ground_ball,3,Top,2,20,single
2017-06-27,491263,PIT,TB,91.9,-6.4933,17.0,138.77,152.98,ground_ball,4,Top,3,22,single
2017-06-27,491257,BOS,MIN,93.1,32.0,,60.36,86.19,fly_ball,3,Top,1,17,double
2017-06-27,491260,HOU,OAK,103.8,25.375,417.0,111.83,22.79,fly_ball,2,Bot,2,17,double
2017-06-27,491262,ARI,STL,85.7,-8.691,20.0,127.68,117.11,ground_ball,3,Bot,2,21,single
2017-06-27,491254,DET,KC,102.0,37.377,387.0,21.46,71.19,fly_ball,2,Bot,3,16,home_run
2017-06-27,491260,HOU,OAK,79.3,25.045,284.0,136.02,80.82,line_drive,2,Bot,5,15,single
2017-06-27,491253,SF,COL,102.3,-3.661,23.0,185.42,123.69,ground_ball,3,Bot,1,20,single
2017-06-27,491263,PIT,TB,105.3,-2.8229,26.0,150.63,110.28,ground_ball,4,Top,8,20,single
2017-06-27,491250,SD,ATL,97.6,8.575,143.0,175.97,117.84,line_drive,2,Bot,3,15,single
2017-06-27,491253,SF,COL,91.0,-10.349,11.0,70.9,110.46,ground_ball,3,Bot,7,18,single
2017-06-27,491257,BOS,MIN,105.7,28.3,409.0,67.47,43.99,fly_ball,2,Bot,7,14,home_run
2017-06-27,491264,CLE,TEX,78.9,19.529,237.0,118.22,107.55,line_drive,2,Bot,8,14,single
2017-06-27,491256,CIN,MIL,85.1,13.294,224.0,127.19,87.02,line_drive,2,Bot,3,19,single
2017-06-27,491250,SD,ATL,38.3,0.8361,27.0,137.39,170.73,ground_ball,2,Bot,1,13,single
2017-06-27,491260,HOU,OAK,98.3,0.386,37.0,138.4,88.29,ground_ball,2,Top,6,12,single
2017-06-27,491262,ARI,STL,79.5,14.691,198.0,66.09,111.83,line_drive,2,Bot,3,13,single
2017-06-27,491256,CIN,MIL,99.0,29.11,413.0,102.17,27.55,fly_ball,2,Top,1,16,home_run
2017-06-27,491250,SD,ATL,105.9,5.959,161.0,182.0,97.26,line_drive,2,Top,6,10,single
2017-06-27,491262,ARI,STL,94.2,10.206,213.0,85.03,121.31,line_drive,2,Top,9,11,single
2017-06-27,491256,CIN,MIL,94.9,30.112,354.0,34.91,79.28,fly_ball,2,Top,2,14,home_run
2017-06-27,491254,DET,KC,90.3,-17.3,,113.52,97.71,ground_ball,1,Bot,6,10,single
2017-06-27,491256,CIN,MIL,102.6,6.03,147.0,84.6,118.58,line_drive,1,Bot,3,11,single
2017-06-27,491258,MIA,NYM,97.0,16.101,257.0,50.33,121.6,line_drive,1,Bot,5,10,double
2017-06-27,491264,CLE,TEX,99.0,9.475,190.0,170.1,133.8,line_drive,2,Top,5,8,single
2017-06-27,491260,HOU,OAK,109.5,11.034,256.0,52.61,120.2,line_drive,1,Bot,8,7,double
2017-06-27,491251,TOR,BAL,69.2,29.023,236.0,129.86,101.46,fly_ball,1,Bot,5,7,single
2017-06-27,491250,SD,ATL,103.3,21.085,393.0,185.53,43.35,line_drive,1,Bot,7,7,double
2017-06-27,491253,SF,COL,90.3,-17.3,,117.21,166.96,ground_ball,2,Top,5,8,single
2017-06-27,491258,MIA,NYM,108.9,12.003,233.0,188.27,98.57,line_drive,1,Bot,6,9,single
2017-06-27,491259,CWS,NYY,101.5,13.552,301.0,100.44,75.33,line_drive,1,Bot,10,5,double
2017-06-27,491252,WSH,CHC,91.9,-0.6518,43.0,150.69,165.52,ground_ball,1,Bot,5,7,single
2017-06-27,491256,CIN,MIL,103.5,34.225,419.0,8.72,63.72,fly_ball,1,Bot,2,8,home_run
2017-06-27,491258,MIA,NYM,108.7,8.103,238.0,74.75,86.22,line_drive,1,Bot,2,7,single
2017-06-27,491252,WSH,CHC,81.5,-27.8695,4.0,139.02,152.3,ground_ball,1,Bot,3,6,single
2017-06-27,491251,TOR,BAL,111.2,15.579,419.0,104.5,22.42,line_drive,1,Top,4,5,double
2017-06-27,491264,CLE,TEX,100.2,0.254,46.0,132.34,132.06,ground_ball,1,Bot,5,4,single
2017-06-27,491258,MIA,NYM,76.4,-31.874,6.0,139.08,101.05,ground_ball,1,Bot,3,5,single
2017-06-27,491254,DET,KC,62.4,36.617,193.0,165.57,130.06,line_drive,1,Top,1,5,single
2017-06-27,491256,CIN,MIL,100.0,20.986,374.0,188.36,53.33,line_drive,1,Bot,3,5,home_run
2017-06-27,491254,DET,KC,74.9,14.708,172.0,99.03,120.38,line_drive,1,Top,1,4,single
2017-06-27,491252,WSH,CHC,98.6,34.3697,385.0,157.91,39.26,fly_ball,1,Top,3,4,triple
2017-06-27,491254,DET,KC,83.3,10.963,190.0,168.34,110.42,line_drive,1,Top,7,3,single
2017-06-27,491253,SF,COL,86.4,14.432,216.0,159.37,105.57,line_drive,1,Top,4,3,single
2017-06-27,491250,SD,ATL,93.1,11.335,232.0,69.96,94.65,line_drive,1,Top,5,3,single
2017-06-27,491262,ARI,STL,90.4,14.6,,175.84,109.0,line_drive,1,Top,4,2,single
2017-06-27,491254,DET,KC,104.4,9.46,186.0,55.16,114.33,line_drive,1,Top,6,2,single
2017-06-27,491251,TOR,BAL,92.7,16.271,274.0,63.31,102.45,line_drive,1,Top,2,3,single
2017-06-27,491263,PIT,TB,81.5,16.2025,201.0,95.1,107.17,line_drive,1,Top,2,3,single
2017-06-27,491254,DET,KC,102.2,26.812,411.0,117.06,25.05,fly_ball,1,Top,5,1,double
2017-06-27,491253,SF,COL,103.8,12.176,210.0,163.38,120.86,line_drive,1,Top,5,1,single
2017-06-27,491255,LAD,LAA,89.8,5.28,99.0,140.76,111.34,ground_ball,1,Top,3,1,single
2017-06-27,491258,MIA,NYM,105.5,29.467,404.0,0.0,86.02,fly_ball,1,Top,2,1,home_run
2017-06-27,491256,CIN,MIL,80.9,10.887,181.0,127.91,90.68,line_drive,1,Top,2,1,single
2017-06-26,491249,CLE,TEX,97.3,0.412,60.0,121.48,94.04,ground_ball,9,Top,4,87,single
2017-06-26,491243,WSH,CHC,62.8,21.452,167.0,97.34,137.39,line_drive,9,Bot,2,81,single
2017-06-26,491244,SF,COL,78.8,12.847,195.0,127.48,119.83,line_drive,9,Top,4,77,single
2017-06-26,491247,CWS,NYY,103.0,16.582,332.0,172.36,67.23,line_drive,9,Bot,5,81,double
2017-06-26,491249,CLE,TEX,96.6,-4.945,25.0,186.22,126.87,ground_ball,8,Bot,1,82,single
2017-06-26,491243,WSH,CHC,93.6,20.986,295.0,222.75,100.94,line_drive,9,Bot,5,78,double
2017-06-26,491247,CWS,NYY,87.5,3.63,98.0,118.67,100.37,line_drive,9,Bot,6,80,single
2017-06-26,491243,WSH,CHC,101.4,23.527,382.0,163.38,48.57,fly_ball,9,Bot,1,77,double
2017-06-26,491243,WSH,CHC,87.7,20.21,242.0,189.07,119.61,line_drive,9,Bot,2,76,single
2017-06-26,491247,CWS,NYY,101.7,25.538,389.0,194.35,48.57,fly_ball,9,Bot,3,79,home_run
2017-06-26,491244,SF,COL,102.9,9.314,150.0,74.46,102.84,line_drive,8,Bot,2,73,single
2017-06-26,491247,CWS,NYY,73.9,-5.687,11.0,104.73,154.34,ground_ball,9,Bot,3,78,single
2017-06-26,491244,SF,COL,90.5,3.402,86.0,104.01,149.75,ground_ball,8,Bot,4,72,single
2017-06-26,491243,WSH,CHC,106.9,18.902,316.0,224.27,99.41,line_drive,9,Bot,3,74,double
2017-06-26,491247,CWS,NYY,72.6,13.272,143.0,181.34,144.33,line_drive,9,Bot,3,77,single
2017-06-26,491244,SF,COL,95.8,16.301,288.0,87.77,81.62,line_drive,8,Bot,3,71,single
2017-06-26,491249,CLE,TEX,106.4,17.793,356.0,45.44,71.47,line_drive,7,Bot,5,77,double
2017-06-26,491243,WSH,CHC,95.7,17.598,303.0,169.47,56.19,line_drive,9,Top,2,72,double
2017-06-26,491243,WSH,CHC,88.0,14.731,216.0,179.62,111.11,line_drive,9,Top,6,71,single
2017-06-26,491249,CLE,TEX,108.0,16.928,390.0,119.17,33.99,line_drive,7,Bot,1,76,double
2017-06-26,491244,SF,COL,54.9,5.704,56.0,198.9,139.58,ground_ball,8,Bot,1,69,double
2017-06-26,491248,ARI,PHI,106.1,9.505,250.0,137.31,86.69,line_drive,7,Bot,4,65,single
2017-06-26,491243,WSH,CHC,90.1,-8.041,16.0,85.23,108.57,ground_ball,9,Top,5,69,single
2017-06-26,491249,CLE,TEX,105.3,19.806,381.0,144.78,38.77,line_drive,7,Bot,5,73,double
2017-06-26,491244,SF,COL,99.4,-4.758,25.0,126.25,102.74,ground_ball,8,Top,4,65,single
2017-06-26,491249,CLE,TEX,89.9,25.761,302.0,215.65,106.02,line_drive,7,Bot,2,72,double
2017-06-26,491248,ARI,PHI,67.6,35.9399,213.0,176.86,125.22,line_drive,7,Bot,1,62,single
2017-06-26,491243,WSH,CHC,90.3,-17.3,,134.45,188.4,ground_ball,9,Top,2,67,single
2017-06-26,491244,SF,COL,99.0,5.0,109.0,98.78,105.78,ground_ball,7,Bot,7,62,single
2017-06-26,490449,STL,CIN,99.6,26.036,397.0,122.16,41.03,line_drive,8,Bot,5,72,double
2017-06-26,491243,WSH,CHC,71.7,-9.404,18.0,143.59,162.47,ground_ball,8,Bot,3,65,single
2017-06-26,491243,WSH,CHC,67.7,26.077,209.0,94.07,118.77,fly_ball,8,Bot,2,64,single
2017-06-26,491249,CLE,TEX,77.3,-27.327,3.0,114.88,171.47,ground_ball,6,Bot,2,66,single
2017-06-26,491247,CWS,NYY,104.1,6.002,206.0,131.56,70.68,line_drive,8,Bot,4,66,single
2017-06-26,491244,SF,COL,97.6,3.707,89.0,170.89,104.47,ground_ball,7,Bot,3,60,single
2017-06-26,491244,SF,COL,90.3,-17.3,,110.6,178.74,ground_ball,7,Bot,5,59,single
2017-06-26,490449,STL,CIN,51.1,18.269,108.0,122.16,160.56,ground_ball,8,Top,4,68,single
2017-06-26,491249,CLE,TEX,108.2,-0.967,30.0,117.54,109.94,ground_ball,6,Bot,2,63,single
2017-06-26,491243,WSH,CHC,40.0,-36.0,,132.93,187.38,ground_ball,8,Top,2,60,single
2017-06-26,491249,CLE,TEX,99.6,2.946,77.0,84.72,119.75,ground_ball,6,Bot,3,62,single
2017-06-26,491249,CLE,TEX,81.1,-29.396,5.0,166.88,132.52,ground_ball,6,Bot,2,61,single
2017-06-26,490449,STL,CIN,90.2,-13.0,,200.33,128.01,ground_ball,8,Top,6,66,double
2017-06-26,491249,CLE,TEX,76.2,21.463,223.0,122.78,101.96,line_drive,6,Bot,4,60,single
2017-06-26,491243,WSH,CHC,109.0,1.082,62.0,97.08,102.41,ground_ball,8,Top,5,58,single
2017-06-26,491247,CWS,NYY,91.7,19.204,251.0,179.44,108.52,line_drive,8,Top,1,61,single
2017-06-26,490449,STL,CIN,90.8,14.606,259.0,146.64,93.38,line_drive,8,Top,4,64,single
2017-06-26,491245,LAD,LAA,76.4,22.413,234.0,102.34,105.43,line_drive,9,Top,1,66,single
2017-06-26,491244,SF,COL,86.6,9.221,134.0,120.75,81.11,ground_ball,7,Top,3,54,single
2017-06-26,491245,LAD,LAA,107.4,20.295,395.0,16.94,70.77,line_drive,9,Top,3,65,home_run
2017-06-26,491248,ARI,PHI,91.0,3.7728,94.0,66.61,109.96,ground_ball,6,Top,1,51,single
2017-06-26,491248,ARI,PHI,105.3,-5.7988,23.0,126.16,111.02,ground_ball,6,Top,2,50,single
2017-06-26,491244,SF,COL,93.9,10.61,184.0,84.27,105.09,line_drive,7,Top,1,53,single
2017-06-26,491246,BOS,MIN,98.4,6.753,159.0,180.13,98.91,line_drive,7,Bot,2,55,single
2017-06-26,491243,WSH,CHC,86.4,10.036,174.0,73.81,149.73,line_drive,7,Bot,8,55,double
2017-06-26,491246,BOS,MIN,69.1,33.39,219.0,133.79,109.06,fly_ball,7,Bot,3,54,single
2017-06-26,491244,SF,COL,94.4,0.042,54.0,161.23,145.45,ground_ball,7,Top,6,51,single
2017-06-26,491249,CLE,TEX,102.7,4.478,84.0,68.59,117.46,ground_ball,6,Top,8,55,single
2017-06-26,491244,SF,COL,104.2,13.355,229.0,105.71,74.03,line_drive,7,Top,5,50,single
2017-06-26,491248,ARI,PHI,90.1,13.8817,275.0,123.05,84.55,line_drive,5,Bot,4,47,single
2017-06-26,491246,BOS,MIN,94.0,17.692,293.0,222.24,94.33,line_drive,7,Bot,4,52,single
2017-06-26,491249,CLE,TEX,102.8,6.837,191.0,140.52,79.64,line_drive,5,Bot,4,53,single
2017-06-26,490449,STL,CIN,90.7,13.052,188.0,202.87,119.87,line_drive,7,Top,2,57,double
2017-06-26,491245,LAD,LAA,62.4,28.089,194.0,176.79,126.59,line_drive,8,Top,3,59,single
2017-06-26,491243,WSH,CHC,86.1,14.599,216.0,74.1,106.65,line_drive,7,Top,1,50,single
2017-06-26,491245,LAD,LAA,94.0,13.59,240.0,81.68,92.61,line_drive,8,Top,3,58,single
2017-06-26,490449,STL,CIN,79.6,21.091,240.0,134.07,99.63,line_drive,6,Bot,4,54,single
2017-06-26,491249,CLE,TEX,43.9,-16.608,8.0,141.56,172.13,ground_ball,5,Bot,5,50,single
2017-06-26,491246,BOS,MIN,82.4,16.32,220.0,172.73,120.39,line_drive,7,Top,4,48,single
2017-06-26,491248,ARI,PHI,84.1,19.7657,252.0,170.55,103.53,line_drive,5,Top,3,42,single
2017-06-26,490449,STL,CIN,103.9,-7.227,12.0,73.43,111.73,ground_ball,6,Bot,2,52,single
2017-06-26,491247,CWS,NYY,101.2,9.812,194.0,71.64,89.35,line_drive,6,Bot,6,50,single
2017-06-26,490449,STL,CIN,92.1,15.017,242.0,148.19,89.98,line_drive,6,Bot,1,51,single
2017-06-26,491245,LAD,LAA,104.8,-2.502,27.0,126.35,180.51,ground_ball,7,Bot,1,54,double
2017-06-26,491245,LAD,LAA,69.1,-11.346,11.0,126.68,178.54,ground_ball,7,Bot,2,53,single
2017-06-26,490449,STL,CIN,104.5,5.422,102.0,72.26,107.3,ground_ball,6,Top,1,48,single
2017-06-26,491249,CLE,TEX,77.1,13.801,157.0,89.96,130.28,line_drive,5,Bot,2,46,single
2017-06-26,491246,BOS,MIN,99.4,7.831,136.0,164.34,94.03,ground_ball,6,Bot,7,44,single
2017-06-26,490449,STL,CIN,100.8,8.435,138.0,73.99,109.16,ground_ball,5,Bot,3,43,single
2017-06-26,490449,STL,CIN,97.1,22.932,369.0,168.32,48.88,line_drive,5,Bot,3,42,double
2017-06-26,491247,CWS,NYY,99.0,30.047,392.0,184.77,53.68,fly_ball,6,Top,7,44,double
2017-06-26,491249,CLE,TEX,98.3,3.222,81.0,52.23,134.97,ground_ball,4,Bot,5,38,double
2017-06-26,491246,BOS,MIN,82.3,3.036,65.0,100.29,147.56,ground_ball,6,Top,5,40,single
2017-06-26,491247,CWS,NYY,110.4,22.61,377.0,31.18,69.52,line_drive,6,Top,1,42,home_run
2017-06-26,491244,SF,COL,97.2,18.873,331.0,155.09,62.83,line_drive,4,Bot,1,34,triple
2017-06-26,491244,SF,COL,102.9,10.269,235.0,88.55,82.23,line_drive,4,Bot,5,32,single
2017-06-26,491249,CLE,TEX,104.8,19.078,417.0,73.14,29.77,line_drive,4,Top,1,36,home_run
2017-06-26,491249,CLE,TEX,104.0,26.185,415.0,90.42,26.59,fly_ball,4,Top,2,34,home_run
2017-06-26,490449,STL,CIN,75.7,20.603,211.0,182.81,131.75,line_drive,4,Bot,3,36,single
2017-06-26,491249,CLE,TEX,103.2,7.522,228.0,116.45,74.6,line_drive,3,Bot,3,31,single
2017-06-26,490449,STL,CIN,101.6,29.806,408.0,148.56,26.79,fly_ball,4,Bot,2,35,home_run
2017-06-26,490449,STL,CIN,86.4,17.841,271.0,101.83,88.57,line_drive,4,Bot,5,34,single
2017-06-26,491248,ARI,PHI,106.0,-9.7203,14.0,178.91,131.65,ground_ball,3,Bot,7,27,single
2017-06-26,491244,SF,COL,101.1,33.128,389.0,152.29,36.59,fly_ball,3,Bot,3,26,triple
2017-06-26,491245,LAD,LAA,103.2,3.455,88.0,56.5,97.46,ground_ball,4,Bot,1,34,single
2017-06-26,491249,CLE,TEX,104.0,10.278,207.0,113.17,92.66,line_drive,3,Bot,5,28,single
2017-06-26,490449,STL,CIN,69.2,12.699,110.0,180.54,142.25,ground_ball,4,Bot,5,31,single
2017-06-26,491248,ARI,PHI,107.4,-4.6709,18.0,167.73,125.73,ground_ball,3,Bot,2,26,single
2017-06-26,491244,SF,COL,74.4,-6.067,22.0,106.04,150.26,ground_ball,3,Bot,3,23,single
2017-06-26,491243,WSH,CHC,104.1,19.148,353.0,202.91,70.84,line_drive,4,Top,2,27,double
2017-06-26,491248,ARI,PHI,90.0,15.0,,160.13,119.14,line_drive,3,Bot,3,24,single
2017-06-26,491245,LAD,LAA,98.8,25.513,398.0,131.84,30.68,fly_ball,4,Top,2,28,triple
2017-06-26,491248,ARI,PHI,94.3,-17.997,9.0,128.19,119.64,ground_ball,3,Bot,5,23,single
2017-06-26,491247,CWS,NYY,84.4,13.424,188.0,94.32,108.8,line_drive,4,Top,2,29,single
2017-06-26,490449,STL,CIN,100.9,5.932,93.0,161.83,121.02,ground_ball,4,Top,2,27,single
2017-06-26,491247,CWS,NYY,99.8,-14.321,8.0,126.37,103.83,ground_ball,4,Top,5,28,single
2017-06-26,490449,STL,CIN,98.3,0.067,52.0,127.07,181.04,ground_ball,4,Top,5,26,single
2017-06-26,491244,SF,COL,102.7,11.591,246.0,137.18,91.96,line_drive,3,Top,3,20,single
2017-06-26,491244,SF,COL,106.6,-10.027,10.0,115.0,154.83,ground_ball,3,Top,4,19,single
2017-06-26,490449,STL,CIN,94.1,11.316,151.0,100.84,115.29,line_drive,3,Bot,4,24,single
2017-06-26,491249,CLE,TEX,90.9,0.775,53.0,129.08,118.74,ground_ball,2,Bot,4,22,single
2017-06-26,491245,LAD,LAA,96.1,11.35,197.0,109.62,83.25,line_drive,3,Bot,3,25,double
2017-06-26,491249,CLE,TEX,81.9,6.129,90.0,133.03,127.78,ground_ball,2,Bot,2,20,single
2017-06-26,491243,WSH,CHC,93.4,-31.389,5.0,120.03,148.97,ground_ball,3,Bot,4,22,single
2017-06-26,491245,LAD,LAA,77.1,24.752,252.0,164.67,106.0,line_drive,3,Top,2,22,single
2017-06-26,491249,CLE,TEX,95.6,13.766,272.0,97.55,70.35,line_drive,2,Top,3,19,double
2017-06-26,491249,CLE,TEX,98.8,25.966,386.0,42.04,57.99,fly_ball,2,Top,4,17,home_run
2017-06-26,491247,CWS,NYY,108.7,-3.939,22.0,84.71,120.99,ground_ball,3,Bot,4,22,single
2017-06-26,491245,LAD,LAA,90.4,7.087,124.0,134.75,143.83,ground_ball,3,Top,1,19,single
2017-06-26,491247,CWS,NYY,99.6,15.627,266.0,90.96,93.25,line_drive,3,Bot,3,21,single
2017-06-26,491246,BOS,MIN,102.8,31.321,401.0,30.48,57.2,fly_ball,3,Top,3,19,home_run
2017-06-26,491243,WSH,CHC,91.2,1.77,64.0,81.04,116.07,ground_ball,2,Bot,2,16,single
2017-06-26,491244,SF,COL,90.3,-17.3,,114.16,156.87,ground_ball,2,Top,6,12,single
2017-06-26,491248,ARI,PHI,74.2,24.688,238.0,55.53,127.92,line_drive,2,Bot,3,14,single
2017-06-26,491243,WSH,CHC,92.4,17.176,268.0,60.54,107.14,line_drive,2,Bot,2,14,single
2017-06-26,491248,ARI,PHI,97.4,21.5157,360.0,31.03,79.06,line_drive,2,Bot,1,13,double
2017-06-26,491246,BOS,MIN,63.1,26.236,204.0,147.88,117.78,fly_ball,2,Bot,4,16,single
2017-06-26,490449,STL,CIN,103.3,18.603,316.0,29.05,106.01,line_drive,2,Bot,3,14,double
2017-06-26,491247,CWS,NYY,93.3,-1.119,36.0,67.8,141.41,ground_ball,3,Top,1,17,single
2017-06-26,490449,STL,CIN,109.5,2.851,76.0,176.98,104.1,ground_ball,2,Top,5,12,single
2017-06-26,491246,BOS,MIN,85.7,8.661,169.0,116.66,97.27,line_drive,2,Top,3,13,single
2017-06-26,491249,CLE,TEX,107.4,2.684,78.0,90.78,125.97,ground_ball,1,Bot,5,10,single
2017-06-26,491247,CWS,NYY,105.1,23.038,422.0,44.83,38.89,fly_ball,2,Bot,2,13,home_run
2017-06-26,490449,STL,CIN,104.0,30.102,413.0,45.36,42.92,fly_ball,1,Bot,5,7,home_run
2017-06-26,491244,SF,COL,99.4,26.059,390.0,90.53,37.75,fly_ball,1,Bot,3,7,double
2017-06-26,491244,SF,COL,84.5,-18.755,10.0,104.37,162.6,ground_ball,1,Bot,5,6,single
2017-06-26,491246,BOS,MIN,90.4,14.6,,144.1,71.96,line_drive,1,Bot,2,8,single
2017-06-26,491248,ARI,PHI,106.2,20.1823,415.0,181.03,31.58,line_drive,1,Bot,6,6,home_run
2017-06-26,491243,WSH,CHC,90.9,14.286,265.0,0.0,0.0,line_drive,1,Bot,4,7,single
2017-06-26,491246,BOS,MIN,103.4,30.052,406.0,83.63,32.02,fly_ball,1,Bot,2,7,home_run
2017-06-26,491247,CWS,NYY,37.0,58.542,80.0,136.26,169.5,ground_ball,1,Bot,4,8,single
2017-06-26,491245,LAD,LAA,99.9,20.974,375.0,173.3,47.45,line_drive,1,Bot,3,6,double
2017-06-26,491246,BOS,MIN,91.8,17.714,288.0,109.08,79.67,line_drive,1,Bot,2,5,single
