game_date,game_pk,home_team,away_team,launch_speed,launch_angle,hit_distance_sc,hc_x,hc_y,bb_type,inning,inning_topbot,pitch_number,at_bat_number,events
2017-07-09,491428,SF,MIA,95.4,23.688,361.0,118.23,38.69,fly_ball,11,Bot,3,101,triple
2017-07-09,491428,SF,MIA,100.8,23.995,391.0,63.37,45.28,fly_ball,11,Top,5,99,home_run
2017-07-09,491428,SF,MIA,94.1,28.327,375.0,57.15,65.67,line_drive,11,Top,3,97,home_run
2017-07-09,491425,TOR,HOU,101.3,35.239,388.0,218.18,61.83,fly_ball,9,Bot,2,91,home_run
2017-07-09,491428,SF,MIA,87.3,3.115,65.0,114.48,127.08,ground_ball,10,Top,4,87,single
2017-07-09,491424,CLE,DET,81.6,15.498,214.0,169.84,103.14,line_drive,9,Bot,6,80,single
2017-07-09,491425,TOR,HOU,100.9,-10.14,12.0,136.05,139.67,ground_ball,9,Top,2,84,single
2017-07-09,491425,TOR,HOU,92.9,-15.751,7.0,125.15,201.56,ground_ball,9,Top,5,83,double
2017-07-09,491429,NYY,MIL,93.0,-18.281,9.0,74.89,111.74,ground_ball,9,Top,6,73,single
2017-07-09,491424,CLE,DET,99.6,-14.279,6.0,116.7,136.4,ground_ball,9,Top,2,75,single
2017-07-09,491432,CHC,PIT,101.6,20.605,382.0,97.22,44.9,line_drive,9,Bot,2,87,double
2017-07-09,491428,SF,MIA,106.8,6.125,166.0,87.69,106.9,line_drive,9,Top,3,82,single
2017-07-09,491419,WSH,ATL,106.7,11.106,192.0,212.05,105.66,line_drive,9,Top,2,75,double
2017-07-09,491432,CHC,PIT,99.7,21.04,364.0,104.72,46.83,line_drive,9,Bot,3,84,double
2017-07-09,491419,WSH,ATL,98.1,6.584,152.0,62.44,134.81,line_drive,8,Bot,2,73,double
2017-07-09,491425,TOR,HOU,98.4,14.407,260.0,123.8,109.58,line_drive,8,Bot,5,77,single
2017-07-09,491419,WSH,ATL,101.5,-8.461,17.0,174.31,112.07,ground_ball,8,Bot,3,71,single
2017-07-09,491428,SF,MIA,75.3,6.549,88.0,183.89,113.01,ground_ball,8,Bot,5,77,single
2017-07-09,491432,CHC,PIT,103.2,26.572,422.0,159.48,22.81,fly_ball,9,Top,4,81,home_run
2017-07-09,491419,WSH,ATL,87.9,-18.443,4.0,116.3,103.24,ground_ball,8,Bot,2,70,single
2017-07-09,491422,COL,CWS,75.8,9.982,169.0,70.23,120.08,line_drive,9,Top,5,70,single
2017-07-09,491419,WSH,ATL,77.0,20.855,225.0,77.92,118.42,line_drive,8,Bot,5,69,single
2017-07-09,491428,SF,MIA,82.4,12.817,191.0,94.88,110.11,line_drive,8,Bot,2,76,single
2017-07-09,491420,MIN,BAL,107.8,2.66,107.0,158.56,175.96,line_drive,8,Bot,2,73,double
2017-07-09,491432,CHC,PIT,100.0,8.571,224.0,105.76,109.04,line_drive,8,Bot,1,78,single
2017-07-09,491428,SF,MIA,73.7,23.916,213.0,72.82,128.13,line_drive,8,Bot,4,74,single
2017-07-09,491428,SF,MIA,81.2,20.158,240.0,93.21,105.46,line_drive,8,Bot,1,73,single
2017-07-09,491421,TB,BOS,98.7,-0.616,41.0,141.51,76.24,ground_ball,9,Top,3,71,single
2017-07-09,491428,SF,MIA,80.8,-16.711,11.0,126.37,139.47,ground_ball,8,Bot,6,72,single
2017-07-09,491421,TB,BOS,104.0,26.697,419.0,99.94,17.43,fly_ball,8,Bot,4,69,home_run
2017-07-09,491420,MIN,BAL,109.4,8.05,204.0,79.4,96.57,line_drive,8,Top,1,68,single
2017-07-09,491420,MIN,BAL,94.3,17.604,291.0,101.17,79.66,line_drive,8,Top,4,67,single
2017-07-09,491432,CHC,PIT,105.0,-2.795,31.0,188.15,109.19,ground_ball,7,Bot,5,71,single
2017-07-09,491420,MIN,BAL,84.6,15.15,226.0,176.36,103.85,line_drive,8,Top,4,66,single
2017-07-09,491419,WSH,ATL,107.3,10.42,236.0,41.15,99.6,line_drive,8,Top,6,64,double
2017-07-09,491429,NYY,MIL,70.2,25.719,219.0,74.21,123.92,fly_ball,7,Bot,4,60,single
2017-07-09,491433,PHI,SD,80.7,9.439,168.0,129.52,110.96,line_drive,9,Top,6,68,single
2017-07-09,491424,CLE,DET,109.3,10.432,214.0,176.12,95.9,line_drive,7,Bot,3,61,single
2017-07-09,491433,PHI,SD,89.2,24.931,296.0,32.54,108.16,fly_ball,9,Top,1,67,double
2017-07-09,491424,CLE,DET,76.2,23.579,236.0,183.92,119.1,line_drive,7,Bot,2,60,single
2017-07-09,491425,TOR,HOU,104.5,28.349,411.0,123.02,24.73,fly_ball,7,Top,1,66,home_run
2017-07-09,491424,CLE,DET,98.4,32.276,375.0,218.09,69.02,fly_ball,7,Bot,7,59,home_run
2017-07-09,491425,TOR,HOU,99.4,4.934,102.0,96.39,124.84,ground_ball,7,Top,4,65,single
2017-07-09,491427,TEX,LAA,99.4,18.801,373.0,75.08,49.08,line_drive,9,Top,5,63,double
2017-07-09,491432,CHC,PIT,91.6,-3.211,33.0,172.43,101.08,ground_ball,6,Bot,6,63,single
2017-07-09,491422,COL,CWS,90.0,9.788,197.0,109.09,84.15,line_drive,7,Bot,3,60,single
2017-07-09,491428,SF,MIA,70.9,24.046,217.0,89.73,117.59,line_drive,8,Top,3,66,single
2017-07-09,491425,TOR,HOU,65.7,33.883,226.0,167.44,137.55,fly_ball,7,Top,6,64,single
2017-07-09,491423,ARI,CIN,109.3,10.01,205.0,172.57,85.27,line_drive,8,Top,3,62,single
2017-07-09,491427,TEX,LAA,104.0,19.259,339.0,199.95,76.13,line_drive,9,Top,1,62,single
2017-07-09,491424,CLE,DET,96.0,12.161,220.0,173.57,120.7,line_drive,7,Bot,5,58,single
2017-07-09,491425,TOR,HOU,72.0,35.917,226.0,195.13,133.82,fly_ball,7,Top,1,63,double
2017-07-09,491424,CLE,DET,97.9,12.689,245.0,99.95,78.57,line_drive,7,Top,3,56,single
2017-07-09,491422,COL,CWS,89.8,11.683,213.0,157.07,90.38,line_drive,7,Bot,5,57,single
2017-07-09,491421,TB,BOS,82.1,6.255,87.0,94.06,166.13,ground_ball,7,Bot,5,58,single
2017-07-09,491428,SF,MIA,96.5,32.038,376.0,165.87,45.05,fly_ball,7,Bot,3,64,double
2017-07-09,491424,CLE,DET,81.5,8.438,111.0,75.55,118.77,ground_ball,7,Top,9,55,single
2017-07-09,491432,CHC,PIT,71.0,14.149,143.0,152.03,164.4,line_drive,6,Top,2,60,single
2017-07-09,491422,COL,CWS,62.0,19.223,154.0,84.46,108.69,line_drive,7,Bot,2,56,single
2017-07-09,491428,SF,MIA,79.6,25.059,276.0,112.36,84.61,line_drive,7,Bot,7,63,single
2017-07-09,491425,TOR,HOU,97.1,19.925,328.0,25.39,102.47,line_drive,6,Bot,1,59,double
2017-07-09,491422,COL,CWS,73.5,20.644,215.0,136.86,111.46,line_drive,7,Bot,3,55,single
2017-07-09,491433,PHI,SD,112.0,2.091,101.0,79.21,111.19,ground_ball,8,Top,7,60,single
2017-07-09,491419,WSH,ATL,103.8,10.36,186.0,174.34,112.86,line_drive,6,Bot,4,54,single
2017-07-09,491431,SEA,OAK,101.9,11.296,217.0,65.17,107.51,line_drive,7,Bot,1,54,single
2017-07-09,491427,TEX,LAA,98.8,35.791,368.0,201.44,75.52,fly_ball,8,Top,1,55,double
2017-07-09,491431,SEA,OAK,99.2,-6.48,18.0,85.23,116.19,ground_ball,7,Bot,2,53,single
2017-07-09,491421,TB,BOS,96.3,26.342,370.0,200.57,60.69,fly_ball,7,Top,7,54,home_run
2017-07-09,491429,NYY,MIL,112.6,-1.092,42.0,97.35,145.45,ground_ball,6,Bot,3,51,single
2017-07-09,491424,CLE,DET,104.4,11.694,260.0,138.16,74.71,line_drive,7,Top,2,53,single
2017-07-09,491433,PHI,SD,104.1,27.117,399.0,220.4,57.95,fly_ball,7,Bot,3,58,home_run
2017-07-09,491432,CHC,PIT,101.0,21.481,362.0,41.87,70.58,line_drive,5,Bot,1,54,double
2017-07-09,491432,CHC,PIT,81.4,24.4,259.0,188.8,110.48,line_drive,5,Bot,5,53,single
2017-07-09,491430,STL,NYM,104.2,23.058,400.0,165.48,34.02,fly_ball,7,Bot,4,53,single
2017-07-09,491429,NYY,MIL,92.3,14.699,211.0,169.49,112.35,line_drive,6,Top,3,49,single
2017-07-09,491433,PHI,SD,107.6,23.342,421.0,37.36,42.99,fly_ball,7,Bot,8,57,home_run
2017-07-09,491425,TOR,HOU,109.1,19.847,403.0,1.0,81.15,line_drive,6,Top,1,53,home_run
2017-07-09,491426,LAD,KC,77.4,-3.147,27.0,98.8,177.02,ground_ball,9,Top,2,62,double
2017-07-09,491421,TB,BOS,58.1,29.721,168.0,75.1,127.95,line_drive,7,Top,5,52,single
2017-07-09,491428,SF,MIA,61.5,29.638,188.0,125.85,122.3,fly_ball,7,Top,2,58,single
2017-07-09,491425,TOR,HOU,101.5,8.767,260.0,83.17,102.43,line_drive,6,Top,5,51,single
2017-07-09,491428,SF,MIA,68.4,18.912,174.0,85.15,119.62,line_drive,7,Top,2,56,single
2017-07-09,491419,WSH,ATL,102.5,14.107,233.0,197.18,103.67,line_drive,6,Top,1,47,single
2017-07-09,491419,WSH,ATL,106.9,21.842,422.0,46.09,38.2,fly_ball,6,Top,2,46,home_run
2017-07-09,491419,WSH,ATL,101.8,-3.402,34.0,115.17,107.78,ground_ball,5,Bot,3,44,single
2017-07-09,491425,TOR,HOU,98.8,15.395,304.0,144.76,73.35,line_drive,6,Top,1,50,single
2017-07-09,491420,MIN,BAL,106.9,17.09,366.0,223.69,77.48,line_drive,5,Bot,6,49,single
2017-07-09,491419,WSH,ATL,97.7,9.667,240.0,141.97,81.53,line_drive,5,Bot,3,43,single
2017-07-09,491428,SF,MIA,104.2,20.816,381.0,64.54,49.78,line_drive,7,Top,4,54,double
2017-07-09,491419,WSH,ATL,97.1,2.122,70.0,125.19,106.32,ground_ball,5,Bot,4,42,single
2017-07-09,491430,STL,NYM,77.8,14.943,185.0,150.15,102.3,line_drive,7,Top,6,50,single
2017-07-09,491421,TB,BOS,98.6,0.72,49.0,70.91,101.38,ground_ball,6,Bot,7,49,single
2017-07-09,491432,CHC,PIT,95.7,9.558,196.0,133.68,96.06,line_drive,4,Bot,1,46,single
2017-07-09,491424,CLE,DET,72.6,-54.967,2.0,155.77,164.5,ground_ball,6,Top,2,45,single
2017-07-09,491432,CHC,PIT,84.5,13.251,166.0,71.8,127.5,line_drive,4,Bot,2,45,single
2017-07-09,491424,CLE,DET,92.9,11.185,213.0,47.68,111.62,line_drive,6,Top,3,44,double
2017-07-09,491433,PHI,SD,60.3,-22.485,6.0,122.84,162.7,ground_ball,7,Top,3,51,single
2017-07-09,491421,TB,BOS,78.0,31.322,290.0,42.76,108.85,fly_ball,6,Bot,4,48,single
2017-07-09,491422,COL,CWS,73.3,16.232,186.0,177.65,119.22,line_drive,6,Bot,2,46,single
2017-07-09,491422,COL,CWS,104.3,13.301,310.0,120.03,69.35,line_drive,6,Bot,3,45,single
2017-07-09,491432,CHC,PIT,93.3,3.431,78.0,123.77,93.48,ground_ball,4,Top,1,42,single
2017-07-09,491424,CLE,DET,88.7,18.449,226.0,180.22,121.87,line_drive,6,Top,1,42,single
2017-07-09,491433,PHI,SD,99.7,24.08,374.0,205.11,61.18,fly_ball,6,Bot,1,49,home_run
2017-07-09,491420,MIN,BAL,93.7,16.863,278.0,45.14,113.57,line_drive,5,Top,3,46,double
2017-07-09,491423,ARI,CIN,82.5,-10.864,12.0,104.23,159.36,ground_ball,6,Bot,3,50,single
2017-07-09,491422,COL,CWS,100.5,29.867,428.0,29.31,46.27,fly_ball,6,Bot,3,44,home_run
2017-07-09,491420,MIN,BAL,62.8,30.885,204.0,147.14,117.9,fly_ball,5,Top,4,45,single
2017-07-09,491430,STL,NYM,98.9,32.884,373.0,228.76,71.04,fly_ball,6,Bot,3,45,home_run
2017-07-09,491428,SF,MIA,110.4,13.472,261.0,86.67,103.84,line_drive,6,Bot,2,49,single
2017-07-09,491422,COL,CWS,81.7,20.657,274.0,154.23,88.18,line_drive,6,Bot,5,43,single
2017-07-09,491429,NYY,MIL,102.6,18.584,364.0,171.97,51.91,line_drive,5,Bot,8,42,double
2017-07-09,491423,ARI,CIN,77.0,18.287,211.0,127.18,84.16,line_drive,6,Bot,3,48,single
2017-07-09,491425,TOR,HOU,105.0,14.297,325.0,163.79,67.7,line_drive,5,Top,1,43,double
2017-07-09,491420,MIN,BAL,72.6,-19.1831,9.0,100.01,152.33,ground_ball,5,Top,3,43,single
2017-07-09,491431,SEA,OAK,83.5,-10.775,12.0,174.54,132.47,ground_ball,5,Bot,2,37,single
2017-07-09,491428,SF,MIA,89.5,2.87,63.0,137.8,123.26,ground_ball,6,Top,3,46,single
2017-07-09,491426,LAD,KC,102.2,29.753,413.0,53.62,38.9,fly_ball,6,Bot,4,46,home_run
2017-07-09,491421,TB,BOS,62.3,20.752,160.0,182.06,127.44,line_drive,6,Top,5,44,single
2017-07-09,491432,CHC,PIT,76.7,28.49,273.0,42.38,119.38,line_drive,4,Top,2,38,double
2017-07-09,491420,MIN,BAL,111.5,7.584,204.0,73.53,94.92,line_drive,5,Top,4,42,single
2017-07-09,491431,SEA,OAK,91.5,14.394,243.0,63.56,118.74,line_drive,5,Bot,1,36,single
2017-07-09,491432,CHC,PIT,102.0,15.627,258.0,48.58,122.3,line_drive,4,Top,7,37,double
2017-07-09,491423,ARI,CIN,88.8,1.766,70.0,125.6,180.36,ground_ball,6,Top,1,45,single
2017-07-09,491420,MIN,BAL,110.9,23.539,419.0,1.0,77.96,fly_ball,5,Top,2,41,home_run
2017-07-09,491423,ARI,CIN,111.2,13.268,312.0,181.42,80.1,line_drive,6,Top,3,44,double
2017-07-09,491428,SF,MIA,40.0,-36.0,,118.23,192.41,ground_ball,5,Bot,2,43,single
2017-07-09,491431,SEA,OAK,91.0,-19.31,7.0,139.02,116.19,ground_ball,5,Top,2,34,single
2017-07-09,491422,COL,CWS,106.2,23.723,477.0,165.29,1.0,fly_ball,6,Bot,2,39,home_run
2017-07-09,491430,STL,NYM,98.5,12.84,230.0,154.05,88.98,line_drive,5,Bot,1,40,single
2017-07-09,491419,WSH,ATL,96.2,29.621,380.0,72.71,47.04,fly_ball,4,Bot,4,33,double
2017-07-09,491423,ARI,CIN,87.0,13.874,203.0,185.31,138.39,line_drive,6,Top,3,42,double
2017-07-09,491429,NYY,MIL,105.6,3.026,78.0,130.68,94.16,ground_ball,5,Top,4,39,single
2017-07-09,491433,PHI,SD,105.0,14.827,323.0,95.02,66.78,line_drive,5,Bot,1,41,double
2017-07-09,491428,SF,MIA,99.2,27.459,360.0,225.54,82.63,fly_ball,5,Bot,6,40,home_run
2017-07-09,491430,STL,NYM,110.2,-1.557,34.0,131.8,81.21,ground_ball,5,Bot,1,38,single
2017-07-09,491426,LAD,KC,84.2,6.639,123.0,61.94,136.43,ground_ball,6,Top,2,42,single
2017-07-09,491429,NYY,MIL,86.4,4.321,78.0,88.22,127.12,ground_ball,5,Top,4,38,single
2017-07-09,491427,TEX,LAA,84.2,-24.105,6.0,108.07,114.16,ground_ball,5,Bot,6,37,single
2017-07-09,491430,STL,NYM,94.8,-3.606,27.0,85.61,95.46,ground_ball,5,Bot,3,37,single
2017-07-09,491429,NYY,MIL,78.5,24.403,270.0,104.87,88.63,line_drive,5,Top,1,37,single
2017-07-09,491420,MIN,BAL,100.4,10.366,186.0,172.73,100.21,line_drive,4,Top,3,35,single
2017-07-09,491433,PHI,SD,107.3,9.548,238.0,79.63,80.5,line_drive,5,Top,2,37,single
2017-07-09,491424,CLE,DET,89.5,-19.798,7.0,172.01,122.8,ground_ball,5,Top,5,33,single
2017-07-09,491420,MIN,BAL,93.4,16.153,262.0,131.95,67.04,line_drive,4,Top,2,34,single
2017-07-09,491421,TB,BOS,100.4,6.357,114.0,127.82,80.29,ground_ball,5,Top,2,37,single
2017-07-09,491429,NYY,MIL,99.0,28.359,382.0,173.41,44.31,fly_ball,4,Bot,1,34,home_run
2017-07-09,491433,PHI,SD,76.7,13.613,177.0,132.2,98.49,line_drive,5,Top,2,35,single
2017-07-09,491430,STL,NYM,51.5,-58.476,3.0,97.29,166.67,ground_ball,5,Top,7,34,single
2017-07-09,491429,NYY,MIL,82.8,0.687,47.0,65.19,126.3,ground_ball,4,Bot,6,33,single
2017-07-09,491423,ARI,CIN,78.9,29.854,255.0,57.63,116.64,line_drive,5,Bot,5,37,double
2017-07-09,491431,SEA,OAK,105.5,29.869,402.0,148.19,30.23,fly_ball,4,Bot,5,28,home_run
2017-07-09,491429,NYY,MIL,88.9,17.282,270.0,0.0,0.0,line_drive,4,Bot,6,32,single
2017-07-09,491428,SF,MIA,108.4,26.825,443.0,110.85,11.39,fly_ball,5,Top,2,35,home_run
2017-07-09,491433,PHI,SD,96.3,12.639,227.0,186.94,126.4,line_drive,4,Bot,1,33,single
2017-07-09,491426,LAD,KC,91.8,-19.661,12.0,119.18,125.95,ground_ball,5,Top,3,35,single
2017-07-09,491431,SEA,OAK,104.4,15.114,337.0,95.77,60.43,line_drive,4,Bot,5,27,double
2017-07-09,491425,TOR,HOU,93.4,-23.783,5.0,152.87,138.89,ground_ball,4,Top,1,33,single
2017-07-09,491433,PHI,SD,83.8,14.315,189.0,134.11,108.16,line_drive,4,Bot,4,31,single
2017-07-09,491430,STL,NYM,106.5,25.724,434.0,58.18,27.31,fly_ball,4,Bot,4,31,home_run
2017-07-09,491424,CLE,DET,93.6,15.069,224.0,48.0,113.09,line_drive,4,Bot,1,28,double
2017-07-09,491423,ARI,CIN,85.5,9.075,153.0,171.2,156.1,line_drive,5,Top,3,34,double
2017-07-09,491421,TB,BOS,78.3,24.5881,282.0,155.58,84.76,line_drive,4,Top,1,30,single
2017-07-09,491421,TB,BOS,106.2,3.391,81.0,53.75,93.69,ground_ball,4,Top,2,29,single
2017-07-09,491427,TEX,LAA,64.5,30.455,215.0,91.32,117.2,line_drive,5,Top,3,30,single
2017-07-09,491433,PHI,SD,100.1,1.216,56.0,164.62,139.76,ground_ball,4,Top,2,29,single
2017-07-09,491424,CLE,DET,108.5,3.166,80.0,179.43,121.12,ground_ball,4,Bot,2,25,single
2017-07-09,491420,MIN,BAL,110.1,12.822,262.0,201.21,118.12,line_drive,2,Bot,1,25,double
2017-07-09,491426,LAD,KC,95.4,-10.83,13.0,85.16,114.26,ground_ball,4,Bot,1,30,single
2017-07-09,491420,MIN,BAL,98.4,10.278,224.0,82.86,91.22,line_drive,2,Bot,6,24,single
2017-07-09,491422,COL,CWS,95.6,16.221,278.0,132.01,68.94,line_drive,4,Bot,3,25,single
2017-07-09,491432,CHC,PIT,112.6,11.244,241.0,67.64,98.23,line_drive,2,Bot,1,24,single
2017-07-09,491432,CHC,PIT,110.5,16.591,390.0,104.17,39.11,line_drive,2,Bot,3,23,double
2017-07-09,491419,WSH,ATL,100.3,32.846,389.0,88.57,38.51,fly_ball,3,Top,2,23,home_run
2017-07-09,491423,ARI,CIN,69.6,18.828,172.0,162.22,138.8,line_drive,4,Bot,2,30,single
2017-07-09,491426,LAD,KC,101.9,28.707,382.0,76.69,44.93,fly_ball,4,Top,3,26,home_run
2017-07-09,491430,STL,NYM,80.3,15.846,211.0,101.6,115.89,line_drive,4,Top,3,25,single
2017-07-09,491433,PHI,SD,103.7,33.043,408.0,211.32,51.19,fly_ball,3,Bot,3,24,home_run
2017-07-09,491426,LAD,KC,99.1,10.391,173.0,47.97,109.45,line_drive,4,Top,3,25,single
2017-07-09,491425,TOR,HOU,112.6,16.489,371.0,48.97,61.87,line_drive,3,Bot,3,28,single
2017-07-09,491427,TEX,LAA,102.6,14.591,287.0,94.92,83.03,line_drive,4,Bot,4,26,double
2017-07-09,491431,SEA,OAK,88.4,13.335,226.0,93.86,106.02,line_drive,3,Bot,4,21,single
2017-07-09,491425,TOR,HOU,88.7,0.253,50.0,84.35,107.4,ground_ball,3,Bot,6,27,single
2017-07-09,491421,TB,BOS,76.2,-0.148,38.0,50.77,124.4,ground_ball,3,Bot,4,24,double
2017-07-09,491426,LAD,KC,100.5,34.853,405.0,104.19,28.59,fly_ball,3,Bot,2,22,home_run
2017-07-09,491430,STL,NYM,104.2,24.739,378.0,242.98,69.51,fly_ball,3,Bot,5,21,home_run
2017-07-09,491423,ARI,CIN,80.9,14.107,198.0,65.44,121.45,line_drive,3,Bot,1,24,single
2017-07-09,491428,SF,MIA,112.4,8.997,183.0,52.3,132.95,line_drive,3,Top,4,22,double
2017-07-09,491423,ARI,CIN,105.3,23.183,404.0,193.84,41.21,fly_ball,3,Bot,2,23,home_run
2017-07-09,491426,LAD,KC,91.7,7.898,109.0,112.94,102.12,ground_ball,3,Bot,7,20,single
2017-07-09,491428,SF,MIA,104.7,-1.495,38.0,217.99,107.41,ground_ball,3,Top,3,21,double
2017-07-09,491419,WSH,ATL,97.5,12.5945,210.0,69.7,106.28,line_drive,2,Bot,1,16,single
2017-07-09,491431,SEA,OAK,94.5,19.388,275.0,201.28,110.84,line_drive,3,Top,2,17,double
2017-07-09,491433,PHI,SD,104.4,-4.303,28.0,109.64,90.24,ground_ball,3,Top,4,18,single
2017-07-09,491423,ARI,CIN,67.4,24.85,198.0,119.06,94.8,line_drive,3,Top,6,20,single
2017-07-09,491426,LAD,KC,102.1,20.854,369.0,31.49,73.45,line_drive,3,Bot,6,18,triple
2017-07-09,491421,TB,BOS,63.9,28.906,212.0,133.16,112.04,fly_ball,3,Top,1,18,single
2017-07-09,491424,CLE,DET,85.4,15.158,218.0,152.49,91.47,line_drive,3,Top,3,16,single
2017-07-09,491425,TOR,HOU,63.6,18.709,163.0,145.59,119.44,line_drive,2,Bot,4,20,single
2017-07-09,491432,CHC,PIT,82.4,8.146,115.0,65.97,104.63,ground_ball,1,Top,4,14,single
2017-07-09,491424,CLE,DET,105.2,6.197,151.0,58.41,110.67,line_drive,3,Top,3,15,double
2017-07-09,491430,STL,NYM,76.8,16.734,214.0,160.41,107.25,line_drive,2,Bot,5,15,single
2017-07-09,491420,MIN,BAL,110.7,1.627,75.0,66.65,102.08,ground_ball,2,Top,1,15,single
2017-07-09,491433,PHI,SD,106.7,26.556,420.0,150.49,22.63,fly_ball,2,Bot,4,16,home_run
2017-07-09,491419,WSH,ATL,105.3,11.701,203.0,203.89,129.14,line_drive,2,Top,3,13,double
2017-07-09,491428,SF,MIA,103.6,3.425,91.0,170.99,110.56,ground_ball,2,Bot,1,16,single
2017-07-09,491422,COL,CWS,56.3,17.673,136.0,110.51,146.87,ground_ball,2,Bot,5,13,single
2017-07-09,491420,MIN,BAL,76.6,8.821,120.0,176.11,112.49,ground_ball,2,Top,3,14,single
2017-07-09,491429,NYY,MIL,93.2,-14.731,10.0,126.44,97.19,ground_ball,2,Bot,1,16,single
2017-07-09,491423,ARI,CIN,90.0,-0.744,43.0,125.68,138.43,ground_ball,3,Top,5,17,single
2017-07-09,491428,SF,MIA,105.5,27.124,418.0,189.43,33.28,fly_ball,2,Bot,5,14,home_run
2017-07-09,491420,MIN,BAL,94.5,16.41,255.0,212.73,108.69,line_drive,2,Top,12,12,double
2017-07-09,491433,PHI,SD,98.1,27.098,334.0,25.8,97.92,fly_ball,2,Bot,1,14,home_run
2017-07-09,491432,CHC,PIT,104.8,38.024,396.0,85.2,36.27,fly_ball,1,Top,2,12,home_run
2017-07-09,491432,CHC,PIT,98.3,29.832,371.0,31.98,72.12,fly_ball,1,Top,8,11,home_run
2017-07-09,491428,SF,MIA,89.1,13.284,160.0,181.01,135.46,line_drive,2,Bot,6,13,double
2017-07-09,491424,CLE,DET,81.7,-3.636,21.0,122.91,136.64,ground_ball,2,Bot,7,11,single
2017-07-09,491425,TOR,HOU,106.8,23.818,420.0,20.04,54.28,fly_ball,2,Top,3,16,home_run
2017-07-09,491422,COL,CWS,96.8,32.448,412.0,158.58,27.18,fly_ball,2,Bot,3,11,double
2017-07-09,491429,NYY,MIL,101.2,25.322,416.0,157.46,25.22,fly_ball,2,Top,3,12,home_run
2017-07-09,491425,TOR,HOU,101.5,33.732,368.0,214.23,70.12,fly_ball,2,Top,1,15,home_run
2017-07-09,491419,WSH,ATL,96.1,15.47,260.0,94.01,74.62,line_drive,1,Bot,4,9,double
2017-07-09,491423,ARI,CIN,97.0,8.485,193.0,126.17,77.67,line_drive,2,Bot,2,13,single
2017-07-09,491423,ARI,CIN,96.1,11.997,274.0,129.79,68.09,line_drive,2,Top,1,11,single
2017-07-09,491425,TOR,HOU,101.2,9.41,167.0,58.74,135.48,line_drive,2,Top,1,12,double
2017-07-09,491429,NYY,MIL,98.7,-17.501,6.0,99.76,153.59,ground_ball,1,Bot,4,8,single
2017-07-09,491433,PHI,SD,91.3,5.938,102.0,185.66,137.21,ground_ball,2,Top,3,9,single
2017-07-09,491425,TOR,HOU,95.9,23.416,382.0,54.77,53.32,fly_ball,2,Top,5,11,home_run
2017-07-09,491420,MIN,BAL,94.0,13.589,265.0,181.24,77.99,line_drive,1,Bot,6,9,triple
2017-07-09,491421,TB,BOS,104.2,2.138,74.0,130.7,75.02,ground_ball,1,Bot,2,8,single
2017-07-09,491428,SF,MIA,103.0,25.491,408.0,180.98,34.95,fly_ball,2,Top,5,8,double
2017-07-09,491432,CHC,PIT,99.3,-0.544,48.0,65.97,108.18,ground_ball,1,Top,5,7,single
2017-07-09,491419,WSH,ATL,101.3,11.43,252.0,67.35,111.28,line_drive,1,Bot,5,6,single
2017-07-09,491421,TB,BOS,93.1,32.0,,79.66,52.92,fly_ball,1,Bot,3,6,double
2017-07-09,491425,TOR,HOU,98.1,13.161,236.0,65.62,91.16,line_drive,1,Bot,3,8,single
2017-07-09,491432,CHC,PIT,88.1,31.02,338.0,24.82,96.82,fly_ball,1,Top,4,6,double
2017-07-09,491426,LAD,KC,110.8,10.178,253.0,122.87,94.44,line_drive,2,Top,1,8,single
2017-07-09,491426,LAD,KC,101.0,32.023,412.0,123.42,24.42,fly_ball,1,Bot,2,6,home_run
2017-07-09,491429,NYY,MIL,107.8,25.424,449.0,202.85,38.37,fly_ball,1,Top,8,4,home_run
2017-07-09,491432,CHC,PIT,94.4,11.634,248.0,168.52,105.36,line_drive,1,Top,4,5,single
2017-07-09,491430,STL,NYM,100.4,11.395,252.0,114.29,75.73,line_drive,1,Bot,6,5,single
2017-07-09,491427,TEX,LAA,101.8,22.712,407.0,67.21,36.69,fly_ball,1,Top,3,3,home_run
2017-07-09,491420,MIN,BAL,105.8,26.0773,452.0,75.42,13.57,fly_ball,1,Top,1,4,home_run
2017-07-09,491420,MIN,BAL,106.1,-7.309,25.0,130.31,80.21,ground_ball,1,Top,2,3,single
2017-07-09,491430,STL,NYM,98.7,10.902,214.0,49.06,142.25,line_drive,1,Bot,2,4,double
2017-07-09,491419,WSH,ATL,106.4,-7.903,16.0,125.83,152.5,ground_ball,1,Top,7,2,single
2017-07-09,491425,TOR,HOU,106.1,16.297,325.0,215.37,94.09,line_drive,1,Top,2,3,single
2017-07-09,491429,NYY,MIL,100.2,3.138,77.0,193.75,118.41,ground_ball,1,Top,3,2,single
2017-07-09,491429,NYY,MIL,109.7,10.049,201.0,165.6,82.71,line_drive,1,Top,3,1,single
2017-07-09,491421,TB,BOS,106.2,16.164,406.0,63.44,38.22,line_drive,1,Top,3,1,home_run
2017-07-09,491432,CHC,PIT,95.2,13.58,214.0,125.13,111.21,line_drive,1,Top,2,1,single
2017-07-09,491425,TOR,HOU,38.1,-78.185,1.0,126.3,204.15,ground_ball,1,Top,1,1,single
2017-07-08,491409,CLE,DET,99.8,9.689,199.0,137.07,88.16,line_drive,9,Top,3,69,single
2017-07-08,491412,TEX,LAA,98.4,19.838,321.0,216.91,104.43,line_drive,9,Top,2,73,double
